date,time,srcIP,distIP,port,flow
2016-4-1,11:24:38,202.120.220.221,202.120.236.221,80,1448
2016-4-1,11:24:38,202.120.216.55,202.120.216.221,80,292
2016-4-1,11:24:39,202.120.206.132,202.120.160.154,80,8088010
2016-4-1,11:24:39,202.120.206.132,202.120.160.154,80,100061
2016-4-1,11:24:39,202.120.206.132,202.120.160.154,80,654384
2016-4-1,11:24:40,202.120.248.199,202.120.236.13,80,52624
2016-4-1,11:24:41,202.120.248.199,202.120.236.13,80,59924
2016-4-1,11:24:45,202.120.140.74,202.120.160.154,80,4489
2016-4-1,11:24:45,202.120.140.74,202.120.160.154,80,4627
2016-4-1,11:24:47,202.120.1.31,202.120.240.17,80,19995
2016-4-1,11:24:49,202.120.140.100,202.120.234.198,80,906
2016-4-1,11:24:50,202.120.140.247,202.120.234.33,80,1263
2016-4-1,11:24:50,202.120.176.238,202.120.234.198,80,1626
2016-4-1,11:24:51,202.120.140.247,202.120.234.33,80,1305
2016-4-1,11:24:55,202.120.140.100,202.120.234.198,80,47934
2016-4-1,11:24:55,202.120.140.75,202.120.236.156,80,4627
2016-4-1,11:24:56,202.120.140.74,202.120.163.106,80,4489
2016-4-1,11:24:56,202.120.140.74,202.120.163.106,80,4627
2016-4-1,11:24:57,202.120.1.31,202.120.240.17,80,26722
2016-4-1,11:24:57,202.120.248.199,202.120.236.13,80,67372
2016-4-1,11:24:57,202.120.1.31,202.120.240.17,80,16993
2016-4-1,11:24:57,202.120.11.205,202.120.240.35,80,189
2016-4-1,11:24:57,202.120.249.227,202.120.240.19,80,534
2016-4-1,11:24:57,202.120.249.227,202.120.240.15,80,580
2016-4-1,11:24:57,202.120.249.227,202.120.240.15,80,614
2016-4-1,11:24:57,202.120.249.125,202.120.240.15,80,222
2016-4-1,11:24:57,202.120.249.227,202.120.240.15,80,2871
2016-4-1,11:24:57,202.120.249.227,202.120.240.15,80,1609
2016-4-1,11:24:57,202.120.249.227,202.120.240.15,80,1632
2016-4-1,11:24:57,202.120.249.125,202.120.240.15,80,1582
2016-4-1,11:24:57,202.120.249.227,202.120.240.7,80,1736
2016-4-1,11:24:57,202.120.249.125,202.120.240.15,80,1653
2016-4-1,11:24:57,202.120.249.227,202.120.240.7,80,1794
2016-4-1,11:24:58,202.120.249.227,202.120.240.6,80,1794
2016-4-1,11:24:58,202.120.249.125,202.120.240.2,80,1810
2016-4-1,11:24:59,202.120.0.190,202.120.236.176,80,58351
2016-4-1,11:25:03,202.120.220.221,202.120.216.221,80,2680
2016-4-1,11:25:03,202.120.216.55,202.120.216.221,80,1345
2016-4-1,11:25:03,202.120.240.2,202.120.249.125,80,3061
2016-4-1,11:25:03,202.120.220.221,202.120.112.251,80,1014
2016-4-1,11:25:03,202.120.220.66,202.120.112.246,80,2025
2016-4-1,11:25:03,202.120.220.221,202.120.112.83,80,1690
2016-4-1,11:25:03,202.120.216.34,202.120.112.246,80,1911
2016-4-1,11:25:03,202.120.220.221,202.120.112.251,80,1132
2016-4-1,11:25:03,202.120.240.2,202.120.249.125,80,1679
2016-4-1,11:25:03,202.120.216.55,202.120.112.247,80,7003
2016-4-1,11:25:03,202.120.220.229,202.120.218.221,80,3680
2016-4-1,11:25:03,202.120.216.55,202.120.112.247,80,12243
2016-4-1,11:25:03,202.120.220.32,202.120.112.30,80,1571
2016-4-1,11:25:03,202.120.220.230,202.120.0.10,80,739
2016-4-1,11:25:03,202.120.220.32,202.120.112.30,80,683
2016-4-1,11:25:03,202.120.220.179,202.120.216.221,80,241
2016-4-1,11:25:03,202.120.240.2,202.120.249.227,80,1819
2016-4-1,11:25:03,202.120.216.40,202.120.112.246,80,448
2016-4-1,11:25:03,202.120.216.40,202.120.112.246,80,2861
2016-4-1,11:25:03,202.120.220.179,202.120.216.221,80,201
2016-4-1,11:25:03,202.120.220.32,202.120.112.30,80,316
